Entry,Protein,Gene,Urine,Plasma,Serum
A0A5F5XXB7_FELCA,"Thioredoxin-dependent peroxide reductase, mitochondrial (EC 1.11.1.24) (Thioredoxin-dependent peroxiredoxin 3)",PRDX3,26.2,21,21
A0A5F5XS51_FELCA,thioredoxin-dependent peroxiredoxin (EC 1.11.1.24),PRDX4,17.1,15.1,14.5
M3X1J5_FELCA,Peroxiredoxin-5 (EC 1.11.1.24),PRDX5,21.7,18.6,18.5
A0A2I2UL25_FELCA,Peroxiredoxin-6 (EC 1.11.1.27),PRDX6,24.2,20.9,21.1
A0A337S4R1_FELCA,cAMP-dependent protein kinase type II-alpha regulatory subunit,PRKAR2A,16.4,16.5,14.9
M3W340_FELCA,Glucosidase 2 subunit beta,PRKCSH,20.9,18.6,19.5
PRIO_FELCA,Major prion protein (PrP) (CD antigen CD230),PRNP PRP,25.6,18.8,19
PROC_FELCA,Vitamin K-dependent protein C (EC 3.4.21.69) (Anticoagulant protein C) (Autoprothrombin IIA) (Blood coagulation factor XIV),PROC,21.5,23.7,23.7
A0A337SJB3_FELCA,Vitamin K-dependent protein C (EC 3.4.21.69) (Anticoagulant protein C) (Autoprothrombin IIA) (Blood coagulation factor XIV),PROC,24.5,23.4,23.4
A0A5F5XMS8_FELCA,Protein C receptor,PROCR,25.4,20.1,19.4
A0A2I2U9S5_FELCA,Prominin 1,PROM1,23,22.4,20.8
M3WDQ9_FELCA,Prominin 2,PROM2,24.3,24.8,24.8
A0A2I2USJ0_FELCA,Vitamin K-dependent protein S,PROS1,25.6,27.2,26.8
A0A5F5XIU4_FELCA,Vitamin K-dependent protein S,PROS1,21.7,22,20.1
A0A5F5XCK5_FELCA,Proline rich transmembrane protein 4,PRRT4 RBM28,17.6,14.6,12.8
A0A5F5XUE5_FELCA,trypsin (EC 3.4.21.4),PRSS2,23.5,19.2,19.2
A0A337RTP4_FELCA,Serine protease 22,PRSS22,24,20.2,19.3
M3W107_FELCA,Inactive serine protease 35,PRSS35,19.6,16.9,15.9
A0A5F5XEN1_FELCA,Serine protease 53,PRSS53,21,19,19.3
A0A5F5XKF7_FELCA,Serine protease 8,PRSS8,26.6,19.2,18.6
A0A5F5XI47_FELCA,Prosaposin,PSAP,30.8,21.7,22.2
A0A2I2UM62_FELCA,Prostate stem cell antigen,PSCA,24.9,18.4,18.7
M3WF05_FELCA,Proteasome subunit alpha type,PSMA1,12.4,19.1,19.2
A0A5F5XCX3_FELCA,Proteasome 20S subunit alpha 1,PSMA1,23.9,23.4,23.3
A0A2I2V2W1_FELCA,Proteasome 20S subunit alpha 2,PSMA2,15.8,20.1,20.2
M3XAA2_FELCA,Proteasome subunit alpha type,PSMA2,15.8,20.6,20.6
A0A337SD26_FELCA,Proteasome subunit alpha type,PSMA3,18.5,20.8,19.6
A0A337S5C8_FELCA,Proteasome subunit alpha type,PSMA4,19.9,20.4,20.5
A0A337SKX0_FELCA,Proteasome subunit alpha type,PSMA4,18,19.4,19.5
A0A337SNJ1_FELCA,Proteasome subunit alpha type,PSMA6,17.6,18.5,18.5
A0A2D0UF31_FELCA,Proteasome subunit alpha type,PSMA6,20.2,19.3,19.4
A0A337SVW8_FELCA,Proteasome 20S subunit alpha 6,PSMA6,12.8,16.6,16.7
A0A337S4A1_FELCA,Proteasome subunit alpha type-7,PSMA7,19.8,22.6,22.7
M3W006_FELCA,Proteasome subunit alpha type,PSMA7,17.4,20.3,20.4
A0A5F5XFT3_FELCA,Proteasome subunit beta,PSMB1,23.1,22.4,22.1
A0A5F5XQW5_FELCA,Proteasome 20S subunit beta 1,PSMB1,15.8,21,21.3
A0A2D0UJY9_FELCA,Proteasome subunit beta,PSMB2,23.1,22.9,22.8
A0A5F5XNT6_FELCA,Proteasome subunit beta,PSMB3,18.4,18.4,18.2
A0A2D0UF13_FELCA,Proteasome subunit beta type-4,PSMB4,17.7,19.4,19.6
A0A337SNC1_FELCA,Proteasome subunit beta,PSMB5,20.6,19.4,19.8
A0A2I2U3F3_FELCA,Proteasome subunit beta,PSMB6,20.2,20,20.2
M3WKX9_FELCA,Proteasome subunit beta,PSMB7,18.5,19.5,19.6
A0A2D0UUN5_FELCA,Proteasome subunit beta,PSMB8,19.4,20.9,20.8
M3W4B6_FELCA,Proteasome activator complex subunit 1 (Proteasome activator 28 subunit alpha),PSME1,16.3,14.1,15.9
A0A337SNE1_FELCA,Phosphotriesterase-related protein (Parathion hydrolase-related protein),PTER,20.5,20.4,21.3
PTGDS_FELCA,Prostaglandin-H2 D-isomerase (EC 5.3.99.2) (Glutathione-independent PGD synthase) (Lipocalin-type prostaglandin-D synthase) (Prostaglandin-D2 synthase) (PGD2 synthase) (PGDS) (PGDS2),PTGDS,27.2,20.7,20.7
A0A2I2UXS9_FELCA,Prostaglandin E2 receptor EP3 subtype (Prostanoid EP3 receptor),PTGER3,20.4,13,12
M3VXN4_FELCA,Prostaglandin F2 receptor inhibitor,PTGFRN,23.4,20.7,21.3
A0A2I2V040_FELCA,Prostaglandin reductase 1 (EC 1.3.1.48) (EC 1.3.1.74) (15-oxoprostaglandin 13-reductase) (Dithiolethione-inducible gene 1 protein) (Leukotriene B4 12-hydroxydehydrogenase) (NAD(P)H-dependent alkenal/one oxidoreductase),PTGR1,15.2,16,16.4
A0A337SBR8_FELCA,Protein tyrosine kinase 7 (inactive),PTK7,20.9,16,15.1
A0A337S1R3_FELCA,Prothymosin alpha,PTMA,21.1,16.6,16.7
A0A337RYS5_FELCA,protein-tyrosine-phosphatase (EC 3.1.3.48),PTPRD,25.1,22.1,22.2
A0A2I2UTT3_FELCA,Receptor-type tyrosine-protein phosphatase F (EC 3.1.3.48),PTPRF,24.2,21,21.3
A0A337S5F4_FELCA,protein-tyrosine-phosphatase (EC 3.1.3.48),PTPRG,25.2,21.2,21.3
A0A5F5XBP3_FELCA,protein-tyrosine-phosphatase (EC 3.1.3.48),PTPRJ,19.8,20.9,21.1
A0A337RY95_FELCA,protein-tyrosine-phosphatase (EC 3.1.3.48),PTPRK,23,21.2,20.6
A0A2I2URE9_FELCA,Protein tyrosine phosphatase receptor type N,PTPRN,16.8,15.7,15.6
A0A337S6M3_FELCA,protein-tyrosine-phosphatase (EC 3.1.3.48),PTPRO,18.5,20.9,21.2
A0A337SCB7_FELCA,protein-tyrosine-phosphatase (EC 3.1.3.48),PTPRS,20.4,18.1,17.7
A0A337SQ52_FELCA,Pentraxin 4,PTX4,22.1,18.9,19.2
A0A2I2UHS4_FELCA,Pseudouridine 5'-phosphatase,PUDP,17.9,17.4,16.9
M3W8T7_FELCA,tRNA pseudouridine(55) synthase (EC 5.4.99.25),PUS10,19.2,19.4,20.1
A0A2I2UQ14_FELCA,Peroxidasin,PXDN,22.1,23,20.5
A0A5F5XPQ2_FELCA,Pyridine nucleotide-disulfide oxidoreductase domain-containing protein 2,PYROXD2,15.9,17.1,16.7
M3WST2_FELCA,Glutaminyl-peptide cyclotransferase (EC 2.3.2.5) (Glutaminyl cyclase) (Glutaminyl-tRNA cyclotransferase),QPCT,25.3,23,23.2
M3WH13_FELCA,glutaminyl-peptide cyclotransferase (EC 2.3.2.5),QPCTL,20.7,20.7,20.5
A0A5F5Y4S8_FELCA,Nicotinate-nucleotide pyrophosphorylase [carboxylating] (EC 2.4.2.19) (Quinolinate phosphoribosyltransferase [decarboxylating]),QPRT,22.1,19.4,19.4
A0A2I2UE17_FELCA,Sulfhydryl oxidase (EC 1.8.3.2),QSOX1,25.7,22.7,22.7
A0A5F5XH70_FELCA,Ras-related protein Rab-10,RAB10,20.6,20.1,20.5
A0A5F5XXR7_FELCA,Ras-related protein Rab-11A (EC 3.6.5.2),RAB11A,23.6,22.8,23
A0A337S2P7_FELCA,RAB11 family interacting protein 5,RAB11FIP5,19.3,19,19.2
M3WTD7_FELCA,Ras-related protein Rab-14,RAB14,19.2,15.6,15
A0A2I2UQJ5_FELCA,small monomeric GTPase (EC 3.6.5.2),RAB1B,21.8,19.6,19.2
A0A2I2UAX8_FELCA,small monomeric GTPase (EC 3.6.5.2),RAB27B,17.8,17.6,17.2
A0A2I2U095_FELCA,"RAB35, member RAS onco family",RAB35,22.1,16.2,16.6
M3VYK6_FELCA,Ras-related protein Rab-3,RAB3D,21.1,19.2,18.6
A0A2I2UAA6_FELCA,Ras-related protein Rab-4,RAB4A,20.4,14.3,13
A0A5F5XRP9_FELCA,Ras-related protein Rab-4,RAB4B,19.8,16.3,17.8
A0A337SHI5_FELCA,small monomeric GTPase (EC 3.6.5.2),RAB5A,20.8,23.2,23.7
A0A337SSM4_FELCA,small monomeric GTPase (EC 3.6.5.2),RAB5B,19.2,16.8,16.9
M3VXZ7_FELCA,small monomeric GTPase (EC 3.6.5.2),RAB5C,20.1,20.1,20.3
A0A337SFP3_FELCA,Ras-related protein Rab-7a,RAB7A,19.2,17.4,17.2
M3WRD9_FELCA,Ras-related protein Rab-7a,RAB7A,19,11.7,12.9
A0A2I2UMT8_FELCA,Ras-related protein Rab-8A (EC 3.6.5.2),RAB8A,22.1,16.2,16.6
A0A337SNI2_FELCA,Rac family small GTPase 3,RAC3,22.9,20.9,21
M3WAZ7_FELCA,Receptor activity modifying protein 2,RAMP2,19.5,12.9,12.7
M3WXV4_FELCA,GTP-binding nuclear protein Ran,RAN,18.7,16.8,17.8
M3X4J3_FELCA,small monomeric GTPase (EC 3.6.5.2),RAP1A,21.7,19.5,18.9
A0A2I2UBH5_FELCA,"RAP2C, member of RAS onco family",RAP2C,16.1,16.2,17.5
A0A2I2UHV5_FELCA,Retinoic acid receptor responder protein 2 (Chemerin),RARRES2,18.2,19.4,19.4
A0A2I2UGF8_FELCA,Retinol binding protein 1,RBP1,20.3,19,20.4
RET4_FELCA,Retinol binding protein 4 (Feline conceptus protein 1) (fCP1) (Plasma retinol-binding protein) (PRBP) (RBP),RBP4,24.9,26.7,26.7
A0A337S713_FELCA,RCAN family member 3,RCAN3,24,13.9,13.2
M3VTY8_FELCA,Reticulocalbin 3,RCN3,21.1,18,18
A0A2I2U2A3_FELCA,Radixin,RDX,25.5,21.8,22.2
A0A2I2UJB3_FELCA,Radixin,RDX,19.2,17.4,16.6
A0A5F5XK46_FELCA,Reversion inducing cysteine rich protein with kazal motifs,RECK,21.6,23.2,23.5
A0A1E1FFM2_FELCA,Dickkopf 3 homolog,REIC Dkk-3,21.2,20.2,19.7
M3VZA9_FELCA,RELT TNF receptor,RELT,20.6,13.2,13.2
M3WNP8_FELCA,N-acylglucosamine 2-epimerase (EC 5.1.3.8) (GlcNAc 2-epimerase) (N-acetyl-D-glucosamine 2-epimerase) (Renin-binding protein),RENBP,18.6,17.7,16.9
A0A337S746_FELCA,Resistin,RETN,23.6,14.7,15.2
A0A337SCF8_FELCA,Resistin,RETN,24,18.9,18.2
A0A5F5XYD7_FELCA,"Beta-1,3-N-acetylglucosaminyltransferase (EC 2.4.1.222) (O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase)",RFNG,16.2,14.1,13.8
A0A337SGN2_FELCA,Repulsive guidance molecule BMP co-receptor a,RGMA,22.9,16.3,15.4
A0A2I2V4L0_FELCA,Regucalcin (EC 3.1.1.17) (Gluconolactonase) (Senescence marker protein 30),RGN,18.6,13,14.6
A0A337SD93_FELCA,Inactive rhomboid protein (iRhom) (Rhomboid family member) (Rhomboid veinlet-like protein),RHBDF2,16,12.6,11.2
M3WHT7_FELCA,Ammonium transporter Rh type C (Rhesus blood group family type C glycoprotein),RHCG,20.2,13.3,13.5
A0A5F5XH32_FELCA,Ammonium transporter Rh type C (Rhesus blood group family type C glycoprotein),RHCG,21.3,19.9,19.3
M3WU80_FELCA,Transforming protein RhoA,RHOA,19.6,18,17.9
A0A2I2UTY4_FELCA,Ras homolog family member Q,RHOQ,21.2,17.2,17.9
A0A2I2UD52_FELCA,2-iminobutanoate/2-iminopropanoate deaminase (EC 3.5.99.10) (Translation inhibitor L-PSP ribonuclease),RIDA,23.1,19,19.7
A0A5F5Y3Z8_FELCA,"Ribonuclease A family member 1, pancreatic",RNASE1,27.1,17.1,17.9
A0A337SES4_FELCA,Ribonuclease 4,RNASE4,19.7,22,21.7
M3WX61_FELCA,Ribonuclease A family member k6,RNASE6,24.2,18.7,18.1
A0A337S1U9_FELCA,Ribonuclease T2,RNASET2,23.7,21.2,20.9
A0A5F5XMF6_FELCA,RING-type E3 ubiquitin transferase (EC 2.3.2.27),RNF13,19.9,15.6,15.7
A0A337STQ6_FELCA,Ring finger protein 149,RNF149,18.2,17.5,18
A0A2I2UIU2_FELCA,RING-type E3 ubiquitin transferase (EC 2.3.2.27),RNF167,20.5,20.3,19.9
M3W6G1_FELCA,Roundabout guidance receptor 4,ROBO4,23.1,18.7,18.6
A0A2I2USV9_FELCA,Receptor tyrosine kinase like orphan receptor 1,ROR1,23.5,17.8,18.3
A0A2I2UXP2_FELCA,Receptor tyrosine kinase like orphan receptor 2,ROR2,23.4,19.9,19.8
M3X277_FELCA,RAS related,RRAS,21.4,19.4,18.6
M3WBP8_FELCA,RAS related 2,RRAS2,22.6,20.1,19.9
M3WH96_FELCA,"RTF1 homolog, Paf1/RNA polymerase II complex component",RTF1,18.2,13.5,12.6
A0A2I2U7X2_FELCA,Reticulon 4 receptor,RTN4R,22.8,20.9,20.6
A0A2I2U066_FELCA,Reticulon 4 receptor like 1,RTN4RL1,15.1,12.3,12.5
A0A337S5J7_FELCA,Reticulon 4 receptor like 2,RTN4RL2,24.9,21.7,21.6
M3VZI2_FELCA,Receptor like tyrosine kinase,RYK,17.1,13.3,11.1
M3WK02_FELCA,S100 calcium binding protein A12,S100A12,16,14.6,13.7
A0A2I2URR0_FELCA,Protein S100 (S100 calcium-binding protein),S100A6,20.4,16.9,16.5
M3VZX1_FELCA,Protein S100 (S100 calcium-binding protein),S100A9,19.6,16.6,16.8
M3W6R4_FELCA,Sphingosine 1-phosphate receptor 1 (Sphingosine 1-phosphate receptor Edg-1),S1PR1,18,18.9,18.6
Q1T771_FELCA,Serum amyloid A protein,SAA,16.9,18.1,18.1
SAA_FELCA,Serum amyloid A protein (SAA) [Cleaved into: Amyloid protein A (Amyloid fibril protein AA)],SAA1,20.6,20,20.5
A0A337SKP2_FELCA,Serum amyloid A protein,SAA1 LOC105260977,16.6,16.6,17.6
A0A5F5XKD6_FELCA,Suprabasin,SBSN,24.2,18.6,16.7
A0A337RY68_FELCA,Scavenger receptor class B member 2,SCARB2,19.1,16.7,16.7
M3WQ85_FELCA,Carboxypeptidase (EC 3.4.16.-),SCPEP1,22.1,18.8,19.3
A0A5F5XHE0_FELCA,Secernin-2,SCRN2,22.7,27.3,26.2
M3WBA3_FELCA,Secernin-2,SCRN2,18,21.8,21
A0A2I2UX36_FELCA,"Signal peptide, CUB domain and EGF like domain containing 1",SCUBE1,21.9,22.2,16.3
A0A337SWS1_FELCA,"Signal peptide, CUB domain and EGF like domain containing 2",SCUBE2,24.1,20.4,19.3
A0A5F5XNW4_FELCA,Syndecan 1,SDC1,20.4,15.4,16.3
A0A337S649_FELCA,Syndecan,SDC2,21.7,14.6,14.6
M3X6M9_FELCA,Syndecan 4,SDC4,27,19.8,19.9
A0A337S0T3_FELCA,Syndecan binding protein,SDCBP,24.5,25.9,27
A0A5F5XYV1_FELCA,Syndecan binding protein,SDCBP,19.6,10.6,10.5
M3W808_FELCA,45 kDa calcium-binding protein (Stromal cell-derived factor 4),SDF4,23.8,20.2,20.5
A0A2I2UXY4_FELCA,Methanethiol oxidase (MTO) (EC 1.8.3.4) (Selenium-binding protein 1),SELENBP1,23.3,21.5,21.9
M3VXE7_FELCA,Methanethiol oxidase (MTO) (EC 1.8.3.4) (Selenium-binding protein 1),SELENBP1,22,20.1,20.3
A0A337S3N8_FELCA,Selenoprotein F,SELENOF,19.8,20,21.1
A0A2I2U2J6_FELCA,L-selectin,SELL,21.2,21.3,21.2
M3XD95_FELCA,Semaphorin 4B,SEMA4B,21.2,18.9,18.4
M3W1S6_FELCA,Semaphorin 4D,SEMA4D,17.7,13.4,13.7
A0A337SKV9_FELCA,Semaphorin 4D,SEMA4D,21.5,19.4,19.5
A0A337S4F4_FELCA,Semaphorin 5A,SEMA5A,18.1,15.8,14.6
A0A337RVW7_FELCA,Semaphorin 5A,SEMA5A,19.5,18.1,18.8
A0A337S8G3_FELCA,Septin,SEPTIN2,19.3,20.4,19.9
A0A5F5XW04_FELCA,Serpin family A member 1,SERPINA1,28.4,30,30.2
M3WCX1_FELCA,Serpin family A member 1,SERPINA1,28.4,29.9,30
M3WCX2_FELCA,Serpin family A member 11,SERPINA11,14.6,14.6,14.3
M3WCX6_FELCA,Serpin family A member 3,SERPINA3,22.1,23.4,23.4
M3WCX4_FELCA,Serpin family A member 4,SERPINA4,21.8,24.5,24.4
A0A5F5Y5G3_FELCA,Serpin family A member 5,SERPINA5,19.6,19,19.1
M3WCX0_FELCA,Corticosteroid-binding globulin (Serpin A6) (Transcortin),SERPINA6,26.7,24.5,24.5
M3W9H4_FELCA,Serpin B10,SERPINB10,21,19.3,20.7
A0A2I2UQ88_FELCA,Serpin family B member 11,SERPINB11,16.2,15.8,10.2
A0A2I2UMR7_FELCA,Serpin family B member 12,SERPINB12,24.3,20.7,22.5
M3WLL8_FELCA,Antithrombin-III (Serpin C1),SERPINC1,28.2,31.2,31.4
M3W543_FELCA,Serpin family D member 1,SERPIND1,24.6,28.2,28.2
M3W4Q4_FELCA,Plasminogen activator inhibitor 1 (Endothelial plasminogen activator inhibitor) (Serpin E1),SERPINE1,14.2,15.9,16.5
M3W5N1_FELCA,Serpin family F member 1,SERPINF1,25.2,28.6,28.7
M3W5N0_FELCA,Serpin family F member 2,SERPINF2,23.4,25.2,25.1
A0A2I2U9A5_FELCA,Serpin family F member 2,SERPINF2,26.1,28.5,28.4
A0A5F5XDM5_FELCA,Serpin family G member 1,SERPING1,24.6,28.3,28.8
A0A5F5Y090_FELCA,Serpin family G member 1,SERPING1,20.4,24.7,25.2
A0A5F5XLC7_FELCA,Serpin family I member 1,SERPINI1,26.3,23.3,24
A0A5F5Y312_FELCA,Stratifin,SFN,22.4,18.8,19
A0A2I2UR94_FELCA,Secreted frizzled-related protein 1,SFRP1,18.6,13.7,13.9
M3X0E0_FELCA,Secreted frizzled related protein 4,SFRP4,22.4,14.4,15.2
M3WNK3_FELCA,Pulmonary surfactant-associated protein B (Pulmonary surfactant-associated proteolipid SPL(Phe)),SFTPB,20.3,13.5,13.3
A0A337SBP5_FELCA,Sarcoglycan alpha,SGCA,22.2,16.3,16.1
M3VVP5_FELCA,N-sulfoglucosamine sulfohydrolase,SGSH,24.4,22.3,21.9
A0A337RXI4_FELCA,SH2B adaptor protein 1,SH2B1,20.5,16.5,18.7
M3WHM8_FELCA,SH3 domain-binding glutamic acid-rich-like protein 3,SH3BGRL3,28.9,18.3,18.3
A0A5F5XDP8_FELCA,Sex hormone-binding globulin,SHBG,23.5,26.6,26.5
A0A337SFV1_FELCA,Sex hormone-binding globulin,SHBG,21.8,24.6,24.7
A0A5F5Y6V8_FELCA,Sex hormone-binding globulin,SHBG,16.2,21.3,21.2
A0A337S703_FELCA,Shisa family member 2,SHISA2,22.2,13.8,15.1
A0A337SBU4_FELCA,Shisa family member 3,SHISA3,19.1,12.2,13.5
M3VUS4_FELCA,Shisa family member 4,SHISA4,18.1,10.7,10.5
A0A2I2UZT1_FELCA,Protein shisa-5 (Scotin),SHISA5,28.1,19.4,18.6
A0A337S6F7_FELCA,Shisa family member 6,SHISA6,20.6,12.9,10.8
A0A5F5Y5C4_FELCA,Shisa family member 7,SHISA7,18.1,10.9,10.3
A0A2I2UL92_FELCA,Shroom family member 1,SHROOM1,22.9,23.6,24
M3W6U8_FELCA,Sialic acid acetylesterase,SIAE,23.6,18.1,18.5
M3VYU4_FELCA,Sialic acid acetylesterase,SIAE,22.7,20.4,21.3
A0A2I2UGY0_FELCA,Solute carrier family 12 member 1,SLC12A1,24.3,24,23.3
A0A5F5XD74_FELCA,Solute carrier family 12 member 3,SLC12A3,21.3,21.5,20.8
M3WNL1_FELCA,Solute carrier family 12 member 4,SLC12A4,23.9,25.5,25.6
A0A2I2USM1_FELCA,Monocarboxylate transporter 1 (Solute carrier family 16 member 1),SLC16A1,22.3,21.6,24.2
A0A337SUE7_FELCA,Solute carrier family 22 member 1 (Organic cation transporter 1),SLC22A1,20.5,22.2,22.5
A0A337SCZ5_FELCA,Solute carrier family 22 member 11,SLC22A11,19,15.1,13.4
A0A337RV27_FELCA,Solute carrier family 22 member 12,SLC22A12,22.3,23.6,23.2
M3WGV2_FELCA,Solute carrier family 22 member 13,SLC22A13,21.5,19.5,20.9
M3VX59_FELCA,Solute carrier family 23 member 1,SLC23A1,21.5,21.9,21.5
A0A2I2UUV9_FELCA,"Solute carrier family 25 member 3 (Phosphate carrier protein, mitochondrial) (Phosphate transport protein)",SLC25A3,22,18.5,18.5
A0A2I2URL1_FELCA,"ADP/ATP translocase (ADP,ATP carrier protein)",SLC25A4,17.7,19.6,16.3
A0A5F5XZL1_FELCA,Solute carrier family 28 member 1,SLC28A1,20.9,14.6,14.4
A0A2I2UA74_FELCA,"Solute carrier family 2, facilitated glucose transporter member 5 (Fructose transporter) (Glucose transporter type 5, small intestine)",SLC2A5,19.4,19.4,17.8
M3VWU4_FELCA,Sodium-dependent phosphate transport protein 2A (Na(+)-dependent phosphate cotransporter 2A) (Sodium/phosphate cotransporter 2A) (Solute carrier family 34 member 1),SLC34A1,20.1,20.3,20.4
M3VV37_FELCA,Solute carrier family 3 member 1,SLC3A1,24.7,26.4,26.4
M3WLC0_FELCA,Solute carrier family 3 member 2,SLC3A2,22.8,17.9,18.2
A0A2I2U4M0_FELCA,Choline transporter-like protein,SLC44A2,20,23.9,23.9
A0A2I2UF62_FELCA,Anion exchange protein,SLC4A4,16.8,13,11.2
A0A337SG91_FELCA,Anion exchange protein,SLC4A4,21.2,19.2,19.9
A0A5F5XQN8_FELCA,Sodium/glucose cotransporter 1 (High affinity sodium-glucose cotransporter) (Solute carrier family 5 member 1),SLC5A1,21.4,17.7,18.4
A0A337SAB7_FELCA,Sodium/mannose cotransporter SLC5A10 (Sodium/glucose cotransporter 5) (Solute carrier family 5 member 10),SLC5A10,18.5,14.8,15
M3WJJ1_FELCA,Solute carrier family 5 member 12,SLC5A12,19.4,19.8,19.8
A0A5F5XDQ5_FELCA,Solute carrier family 5 member 2,SLC5A2,21.1,19,18.7
M3WYV4_FELCA,Sodium-coupled monocarboxylate transporter 1 (Electrogenic sodium monocarboxylate cotransporter) (Solute carrier family 5 member 8),SLC5A8,20.2,20.5,21.6
A0A5F5XEN6_FELCA,Solute carrier family 5 member 9,SLC5A9,18,18,17.8
A0A2I2UPJ1_FELCA,Transporter,SLC6A1,19.3,15,14.3
A0A5F5XC30_FELCA,Transporter,SLC6A18,19.5,18,18.1
M3WBM7_FELCA,Transporter,SLC6A19,22.3,17.8,17.4
M3W1G1_FELCA,Transporter,SLC6A8,20.5,18.5,18.6
M3XF74_FELCA,Solute carrier organic anion transporter family member,SLCO4C1,21.3,19.3,19.3
M3VYI8_FELCA,SLIT and NTRK like family member 1,SLITRK1,17.5,18.8,18.7
A0A2I2U579_FELCA,SLIT and NTRK like family member 6,SLITRK6,16.8,14.6,14.9
A0A2I2UV69_FELCA,Secreted LY6/PLAUR domain containing 1,SLURP1,20.1,10.8,11
A0A2I2UAJ7_FELCA,Structural maintenance of chromosomes protein,SMC4,20.9,11.3,10.4
A0A337S693_FELCA,Small integral membrane protein 22,SMIM22,19.9,16.1,16.4
A0A5F5Y4Q7_FELCA,SPARC related modular calcium binding 1,SMOC1,19.8,19.3,19.8
M3X374_FELCA,Sphingomyelin phosphodiesterase (EC 3.1.4.12),SMPD1,22.5,22.3,22.3
A0A5F5XFM9_FELCA,Sphingomyelin phosphodiesterase acid like 3A,SMPDL3A,20.8,22,21.8
A0A2I2U480_FELCA,Alpha-synuclein,SNCA,17.9,17.9,19.7
M3W8Q2_FELCA,Gamma-synuclein,SNCG,21.9,21.2,21.1
M3X4X1_FELCA,Sorting nexin,SNX18,15.7,11.1,10.5
A0A2I2UPH5_FELCA,Superoxide dismutase [Cu-Zn] (EC 1.15.1.1),SOD1,25.6,22.1,22.4
A0A2I2U3N0_FELCA,Superoxide dismutase (EC 1.15.1.1),SOD2,19.6,15.8,15.9
A0A337SS20_FELCA,Superoxide dismutase [Cu-Zn] (EC 1.15.1.1),SOD3,23.7,21.1,21.7
A0A2I2V1M2_FELCA,Sorbitol dehydrogenase (SDH) (XDH) (EC 1.1.1.14) (EC 1.1.1.9) (L-iditol 2-dehydrogenase) (Polyol dehydrogenase) (Xylitol dehydrogenase),SORD,21.8,21,20.4
A0A5F5XL46_FELCA,Sortilin-related receptor (Low-density lipoprotein receptor relative with 11 ligand-binding repeats) (Sorting protein-related receptor containing LDLR class A repeats),SORL1,21.9,21.2,21.3
M3WIG3_FELCA,Sortilin-related receptor (Low-density lipoprotein receptor relative with 11 ligand-binding repeats) (Sorting protein-related receptor containing LDLR class A repeats),SORL1,17.4,16.2,15.8
A0A5F5XK14_FELCA,Sortilin 1,SORT1,22.9,23.1,21.3
M3WM95_FELCA,Sortilin 1,SORT1,19.4,10.1,10.6
A0A5F5XKY6_FELCA,SPARC (Osteonectin) (Secreted protein acidic and rich in cysteine),SPARC,19.3,15.3,15.8
A0A5F5XR50_FELCA,SPARC like 1,SPARCL1,18.7,17.2,17.1
A0A2I2U991_FELCA,Cytospin-A,SPECC1L,18.5,22.3,22.5
A0A2I2U9I8_FELCA,Serine protease inhibitor Kazal-type 1 (Pancreatic secretory trypsin inhibitor),SPINK1,23.6,19.7,19.5
A0A2I2UZ18_FELCA,Kazal-like domain-containing protein,SPINK2,19.2,14.4,14.1
M3WLW6_FELCA,Serine peptidase inhibitor Kazal type 5,SPINK5,23,20.7,19.2
M3X7Y2_FELCA,"Serine peptidase inhibitor, Kunitz type 2",SPINT2,20.1,16.1,15.5
A0A5F5XHK0_FELCA,"Serine peptidase inhibitor, Kunitz type 2",SPINT2,18.9,13.8,15.6
M3WYD3_FELCA,Theg spermatid protein like,SPMAP2L THEGL,21.4,18.4,18.5
M3WMU1_FELCA,"SPARC (osteonectin), cwcv and kazal like domains proteoglycan 1",SPOCK1,20.4,20.3,20.3
M3WI49_FELCA,"SPARC (osteonectin), cwcv and kazal like domains proteoglycan 2",SPOCK2,18.9,14.6,15.5
A0A337RYL8_FELCA,"SPARC (osteonectin), cwcv and kazal like domains proteoglycan 3",SPOCK3,18.6,16.3,15.9
A0A2I2UM84_FELCA,Spondin 2,SPON2,16.8,15.1,15.4
A0A2I2UVQ2_FELCA,Secreted phosphoprotein 1,SPP1,26.4,19.8,19.8
A0A5F5XTV6_FELCA,Secreted phosphoprotein 24 (Secreted phosphoprotein 2),SPP2,23.8,22,21.9
A0A2I2UR05_FELCA,Sepiapterin reductase (EC 1.1.1.153),SPR,20,18.9,19.4
A0A5F5XIW6_FELCA,SREBP regulating gene protein,SPRING1,19.1,15,15.7
M3VVT0_FELCA,SREBP regulating gene protein,SPRING1,16.7,12.8,14
A0A2I2U6D2_FELCA,"Spectrin alpha, non-erythrocytic 1",SPTAN1,16.7,18.5,16.8
A0A337S5T6_FELCA,Sarcalumenin,SRL,20.7,16.5,16.3
A0A5F5XQY8_FELCA,Scavenger receptor cysteine rich family member with 5 domains,SSC5D,18.1,15.3,15.7
A0A2I2UHD5_FELCA,"Type 2 lactosamine alpha-2,3-sialyltransferase (CMP-NeuAc:beta-galactoside alpha-2,3-sialyltransferase VI) (ST3Gal VI) (Sialyltransferase 10)",ST3GAL6,22.1,18.8,18.9
M3WJN7_FELCA,"beta-galactoside alpha-(2,6)-sialyltransferase (EC 2.4.3.1)",ST6GAL1,20.1,17.9,19.5
